title,href,views_mn,group,subgroup,rank
Spice Girls,/wiki/Spice_Girls,33,Entertainment,Music bands,18
Jonas Brothers,/wiki/Jonas_Brothers,33,Entertainment,Music bands,18
Green Day,/wiki/Green_Day,33,Entertainment,Music bands,18
Guns N' Roses,/wiki/Guns_N%27_Roses,33,Entertainment,Music bands,18
Bee Gees,/wiki/Bee_Gees,32,Entertainment,Music bands,23
Foo Fighters,/wiki/Foo_Fighters,31,Entertainment,Music bands,24
Iron Maiden,/wiki/Iron_Maiden,31,Entertainment,Music bands,24
Gorillaz,/wiki/Gorillaz,31,Entertainment,Music bands,24
Backstreet Boys,/wiki/Backstreet_Boys,31,Entertainment,Music bands,24
Kiss,/wiki/Kiss_(band),30,Entertainment,Music bands,28
Girls' Generation,/wiki/Girls%27_Generation,29,Entertainment,Music bands,29
N.W.A,/wiki/N.W.A,29,Entertainment,Music bands,29
Sgt. Pepper's Lonely Hearts Club Band[45],/wiki/Sgt._Pepper%27s_Lonely_Hearts_Club_Band,18,Entertainment,Albums,1
The Dark Side of the Moon,/wiki/The_Dark_Side_of_the_Moon,17,Entertainment,Albums,2
Thriller[46],/wiki/Thriller_(Michael_Jackson_album),16,Entertainment,Albums,3
Recovery[47],/wiki/Recovery_(Eminem_album),15,Entertainment,Albums,4
My Beautiful Dark Twisted Fantasy,/wiki/My_Beautiful_Dark_Twisted_Fantasy,15,Entertainment,Albums,4
Abbey Road,/wiki/Abbey_Road,15,Entertainment,Albums,4
The Beatles,/wiki/The_Beatles_(album),15,Entertainment,Albums,4
XXXX (album),/wiki/XXXX_(album),14,Entertainment,Albums,8
The Wall,/wiki/The_Wall,14,Entertainment,Albums,8
21,/wiki/21_(Adele_album),13,Entertainment,Albums,10
Nevermind,/wiki/Nevermind,12,Entertainment,Albums,11
Let It Be (Beatles album),/wiki/Let_It_Be_(Beatles_album),12,Entertainment,Albums,11
The Marshall Mathers LP,/wiki/The_Marshall_Mathers_LP,11,Entertainment,Albums,13
Watch the Throne,/wiki/Watch_the_Throne,11,Entertainment,Albums,13
Led Zeppelin IV,/wiki/Led_Zeppelin_IV,10,Entertainment,Albums,15
808s & Heartbreak,/wiki/808s_%26_Heartbreak,9.5,Entertainment,Albums,16
1989,/wiki/1989_(Taylor_Swift_album),9.4,Entertainment,Albums,17
Rubber Soul,/wiki/Rubber_Soul,9.3,Entertainment,Albums,18
Red,/wiki/Red_(Taylor_Swift_album),9.2,Entertainment,Albums,19
Fearless,/wiki/Fearless_(Taylor_Swift_album),9.0,Entertainment,Albums,20
Metallica,/wiki/Metallica_(album),9.0,Entertainment,Albums,20
The Slim Shady LP,/wiki/The_Slim_Shady_LP,8.8,Entertainment,Albums,22
Graduation,/wiki/Graduation_(album),8.8,Entertainment,Albums,22
The Eminem Show,/wiki/The_Eminem_Show,8.7,Entertainment,Albums,24
Wish You Were Here,/wiki/Wish_You_Were_Here_(Pink_Floyd_album),8.5,Entertainment,Albums,25
Teenage Dream,/wiki/Teenage_Dream_(Katy_Perry_album),8.5,Entertainment,Albums,25
"Good Kid, M.A.A.D City","/wiki/Good_Kid,_M.A.A.D_City",8.5,Entertainment,Albums,25
Bad,/wiki/Bad_(album),8.4,Entertainment,Albums,28
Yeezus,/wiki/Yeezus,8.4,Entertainment,Albums,28
25 (Adele album),/wiki/25_(Adele_album),8.3,Entertainment,Albums,30
Hybrid Theory,/wiki/Hybrid_Theory,8.3,Entertainment,Albums,30
Gangnam Style,/wiki/Gangnam_Style,22,Entertainment,Singles,1
Bohemian Rhapsody,/wiki/Bohemian_Rhapsody,18,Entertainment,Singles,2
 Hallelujah,/wiki/Hallelujah_(Leonard_Cohen_song),14,Entertainment,Singles,3
We Are the World,/wiki/We_Are_the_World,13,Entertainment,Singles,4
Amazing Grace,/wiki/Amazing_Grace,10,Entertainment,Singles,5
Supercalifragilisticexpialidocious,/wiki/Supercalifragilisticexpialidocious,9.6,Entertainment,Singles,6
Stairway to Heaven,/wiki/Stairway_to_Heaven,9.6,Entertainment,Singles,6
Hotel California,/wiki/Hotel_California,9.3,Entertainment,Singles,8
American Pie,/wiki/American_Pie_(song),9.2,Entertainment,Singles,10
Despacito,/wiki/Despacito,9.1,Entertainment,Singles,9
Hey Jude,/wiki/Hey_Jude,8.4,Entertainment,Singles,11
The Sound of Silence,/wiki/The_Sound_of_Silence,7.8,Entertainment,Singles,12
Stan,/wiki/Stan_(song),7.5,Entertainment,Singles,13
We Didn't Start the Fire,/wiki/We_Didn%27t_Start_the_Fire,7.3,Entertainment,Singles,14
Billie Jean,/wiki/Billie_Jean,7.1,Entertainment,Singles,15
I Will Always Love You,/wiki/I_Will_Always_Love_You,7.1,Entertainment,Singles,15
Blurred Lines,/wiki/Blurred_Lines,6.7,Entertainment,Singles,17
Hurt,/wiki/Hurt_(Nine_Inch_Nails_song),6.7,Entertainment,Singles,17
Hello,/wiki/Hello_(Adele_song),6.7,Entertainment,Singles,17
Never Gonna Give You Up,/wiki/Never_Gonna_Give_You_Up,6.5,Entertainment,Singles,20
In the Air Tonight,/wiki/In_the_Air_Tonight,6.2,Entertainment,Singles,21
The House of the Rising Sun,/wiki/The_House_of_the_Rising_Sun,5.9,Entertainment,Singles,22
Beat It,/wiki/Beat_It,5.8,Entertainment,Singles,23
Baby,/wiki/Baby_(Justin_Bieber_song),5.8,Entertainment,Singles,23
All I Want for Christmas Is You,/wiki/All_I_Want_for_Christmas_Is_You,5.7,Entertainment,Singles,25
Killing Me Softly with His Song,/wiki/Killing_Me_Softly_with_His_Song,5.6,Entertainment,Singles,26
Blinded by the Light,/wiki/Blinded_by_the_Light,5.5,Entertainment,Singles,27
Old Town Road,/wiki/Old_Town_Road,5.5,Entertainment,Singles,27
Layla,/wiki/Layla,5.5,Entertainment,Singles,27
Africa,/wiki/Africa_(Toto_song),5.4,Entertainment,Singles,30
Minecraft,/wiki/Minecraft,46,Entertainment,Video games,1
Grand Theft Auto V,/wiki/Grand_Theft_Auto_V,34,Entertainment,Video games,2
Grand Theft Auto IV,/wiki/Grand_Theft_Auto_IV,25,Entertainment,Video games,3
Sword Art Online,/wiki/Sword_Art_Online,21,Entertainment,Video games,4
Roblox,/wiki/Roblox,19,Entertainment,Video games,5
Code Geass,/wiki/Code_Geass,19,Entertainment,Video games,5
League of Legends,/wiki/League_of_Legends,17,Entertainment,Video games,7
Cyberpunk 2077,/wiki/Cyberpunk_2077,15,Entertainment,Video games,8
Red Dead Redemption 2,/wiki/Red_Dead_Redemption_2,15,Entertainment,Video games,8
The Last of Us,/wiki/The_Last_of_Us,14,Entertainment,Video games,10
Pokémon Go,/wiki/Pok%C3%A9mon_Go,13,Entertainment,Video games,11
The Witcher 3: Wild Hunt,/wiki/The_Witcher_3:_Wild_Hunt,12,Entertainment,Video games,12
Death Stranding,/wiki/Death_Stranding,12,Entertainment,Video games,12
The Last of Us Part II,/wiki/The_Last_of_Us_Part_II,12,Entertainment,Video games,12
High School DxD,/wiki/High_School_DxD,11,Entertainment,Video games,15
God of War (2018 video game),/wiki/God_of_War_(2018_video_game),11,Entertainment,Video games,15
Horizon Zero Dawn,/wiki/Horizon_Zero_Dawn,10,Entertainment,Video games,17
Grand Theft Auto: San Andreas,/wiki/Grand_Theft_Auto:_San_Andreas,10,Entertainment,Video games,17
Fallout 4,/wiki/Fallout_4,9.5,Entertainment,Video games,19
Until Dawn,/wiki/Until_Dawn,9.5,Entertainment,Video games,19
Resident Evil 7: Biohazard,/wiki/Resident_Evil_7:_Biohazard,9.3,Entertainment,Video games,21
Red Dead Redemption,/wiki/Red_Dead_Redemption,9.1,Entertainment,Video games,22
Batman: Arkham Knight,/wiki/Batman:_Arkham_Knight,8.9,Entertainment,Video games,23
The Legend of Zelda: Breath of the Wild,/wiki/The_Legend_of_Zelda:_Breath_of_the_Wild,8.6,Entertainment,Video games,24
World of Warcraft,/wiki/World_of_Warcraft,8.5,Entertainment,Video games,25
The Elder Scrolls V: Skyrim,/wiki/The_Elder_Scrolls_V:_Skyrim,8.4,Entertainment,Video games,26
Among Us,/wiki/Among_Us,8.3,Entertainment,Video games,27
Persona 5,/wiki/Persona_5,8.3,Entertainment,Video games,27
Final Fantasy XV,/wiki/Final_Fantasy_XV,8.1,Entertainment,Video games,29
No Man's Sky,/wiki/No_Man%27s_Sky,8.1,Entertainment,Video games,29
Metal Gear Solid V: The Phantom Pain,/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,8.1,Entertainment,Video games,29
Harry Potter,/wiki/Harry_Potter,90,Entertainment,Books and book series,1
A Song of Ice and Fire,/wiki/A_Song_of_Ice_and_Fire,56,Entertainment,Books and book series,2
Fifty Shades of Grey,/wiki/Fifty_Shades_of_Grey,52,Entertainment,Books and book series,3
The Hunger Games,/wiki/The_Hunger_Games,51,Entertainment,Books and book series,4
The Great Gatsby,/wiki/The_Great_Gatsby,38,Entertainment,Books and book series,5
Nineteen Eighty-Four,/wiki/Nineteen_Eighty-Four,38,Entertainment,Books and book series,5
The Lord of the Rings,/wiki/The_Lord_of_the_Rings,37,Entertainment,Books and book series,7
A Game of Thrones,/wiki/A_Game_of_Thrones,29,Entertainment,Books and book series,8
Kama Sutra,/wiki/Kama_Sutra,29,Entertainment,Books and book series,8
The Handmaid's Tale,/wiki/The_Handmaid%27s_Tale,29,Entertainment,Books and book series,8
To Kill a Mockingbird,/wiki/To_Kill_a_Mockingbird,29,Entertainment,Books and book series,8
Magna Carta,/wiki/Magna_Carta,27,Entertainment,Books and book series,12
Les Misérables,/wiki/Les_Mis%C3%A9rables,27,Entertainment,Books and book series,12
Alice's Adventures in Wonderland,/wiki/Alice%27s_Adventures_in_Wonderland,26,Entertainment,Books and book series,14
Pride and Prejudice,/wiki/Pride_and_Prejudice,26,Entertainment,Books and book series,14
The Winds of Winter,/wiki/The_Winds_of_Winter,26,Entertainment,Books and book series,14
Watchmen,/wiki/Watchmen,25,Entertainment,Books and book series,17
Inferno,/wiki/Inferno_(Dante),25,Entertainment,Books and book series,17
The Catcher in the Rye,/wiki/The_Catcher_in_the_Rye,24,Entertainment,Books and book series,19
Lolita,/wiki/Lolita,23,Entertainment,Books and book series,20
Dune,/wiki/Dune_(novel),23,Entertainment,Books and book series,20
Harry Potter and the Deathly Hallows,/wiki/Harry_Potter_and_the_Deathly_Hallows,23,Entertainment,Books and book series,20
Animal Farm,/wiki/Animal_Farm,22,Entertainment,Books and book series,23
Frankenstein,/wiki/Frankenstein,22,Entertainment,Books and book series,23
The Girl with the Dragon Tattoo,/wiki/The_Girl_with_the_Dragon_Tattoo,22,Entertainment,Books and book series,23
Brave New World,/wiki/Brave_New_World,22,Entertainment,Books and book series,23
Don Quixote,/wiki/Don_Quixote,21,Entertainment,Books and book series,27
The Hobbit,/wiki/The_Hobbit,21,Entertainment,Books and book series,27
The Picture of Dorian Gray,/wiki/The_Picture_of_Dorian_Gray,21,Entertainment,Books and book series,27
Bible[48],/wiki/Bible,20,Entertainment,Books and book series,30
Dracula,/wiki/Dracula,20,Entertainment,Books and book series,30
It,/wiki/It_(novel),20,Entertainment,Books and book series,30
Mein Kampf,/wiki/Mein_Kampf,21,Entertainment,Science books,1
The Art of War,/wiki/The_Art_of_War,13,Entertainment,Science books,2
The Prince,/wiki/The_Prince,8.9,Entertainment,Science books,3
The Communist Manifesto,/wiki/The_Communist_Manifesto,8.2,Entertainment,Science books,4
The 48 Laws of Power,/wiki/The_48_Laws_of_Power,7.5,Entertainment,Science books,5
How to Win Friends and Influence People,/wiki/How_to_Win_Friends_and_Influence_People,7.3,Entertainment,Science books,6
On the Origin of Species,/wiki/On_the_Origin_of_Species,6.5,Entertainment,Science books,7
Leviathan[49],/wiki/Leviathan_(Hobbes_book),6.0,Entertainment,Science books,8
The Wealth of Nations,/wiki/The_Wealth_of_Nations,5.9,Entertainment,Science books,9
Rich Dad Poor Dad,/wiki/Rich_Dad_Poor_Dad,5.4,Entertainment,Science books,10
The 7 Habits of Highly Effective People,/wiki/The_7_Habits_of_Highly_Effective_People,5.3,Entertainment,Science books,11
Design Patterns,/wiki/Design_Patterns,5.1,Entertainment,Science books,12
Getting Things Done,/wiki/Getting_Things_Done,5.0,Entertainment,Science books,13
Outliers,/wiki/Outliers_(book),4.9,Entertainment,Science books,14
A Brief History of Time,/wiki/A_Brief_History_of_Time,4.9,Entertainment,Science books,14
The Bell Curve,/wiki/The_Bell_Curve,4.9,Entertainment,Science books,14
"Guns, Germs, and Steel","/wiki/Guns,_Germs,_and_Steel",4.5,Entertainment,Science books,17
The Big Short,/wiki/The_Big_Short,4.4,Entertainment,Science books,18
Gray's Anatomy,/wiki/Gray%27s_Anatomy,4.2,Entertainment,Science books,19
Silent Spring,/wiki/Silent_Spring,4.2,Entertainment,Science books,19
Sapiens: A Brief History of Humankind,/wiki/Sapiens:_A_Brief_History_of_Humankind,4.0,Entertainment,Science books,21
Freakonomics,/wiki/Freakonomics,3.9,Entertainment,Science books,22
Blue Ocean Strategy,/wiki/Blue_Ocean_Strategy,3.8,Entertainment,Science books,23
The Tipping Point,/wiki/The_Tipping_Point,3.6,Entertainment,Science books,24
Journey to the Center of the Earth,/wiki/Journey_to_the_Center_of_the_Earth,3.5,Entertainment,Science books,25
Das Kapital,/wiki/Das_Kapital,3.5,Entertainment,Science books,25
"Men Are from Mars, Women Are from Venus","/wiki/Men_Are_from_Mars,_Women_Are_from_Venus",3.4,Entertainment,Science books,27
Think and Grow Rich,/wiki/Think_and_Grow_Rich,3.3,Entertainment,Science books,28
Guerrilla marketing,/wiki/Guerrilla_marketing,3.2,Entertainment,Science books,29
The World Is Flat,/wiki/The_World_Is_Flat,3.2,Entertainment,Science books,29
Who Moved My Cheese?,/wiki/Who_Moved_My_Cheese%3F,3.2,Entertainment,Science books,29
Foundations of Geopolitics,/wiki/Foundations_of_Geopolitics,3.2,Entertainment,Science books,29
Clash of Civilizations,/wiki/Clash_of_Civilizations,3.2,Entertainment,Science books,29
Kama Sutra,/wiki/Kama_Sutra,29,Entertainment,Pre-modern books and texts,1
Magna Carta,/wiki/Magna_Carta,27,Entertainment,Pre-modern books and texts,2
Inferno (Dante),/wiki/Inferno_(Dante),25,Entertainment,Pre-modern books and texts,3
Bible[a],/wiki/Bible,20,Entertainment,Pre-modern books and texts,4
Quran,/wiki/Quran,19,Entertainment,Pre-modern books and texts,5
Odyssey,/wiki/Odyssey,19,Entertainment,Pre-modern books and texts,5
Beowulf,/wiki/Beowulf,18,Entertainment,Pre-modern books and texts,7
Rosetta Stone,/wiki/Rosetta_Stone,18,Entertainment,Pre-modern books and texts,7
Mahabharata,/wiki/Mahabharata,18,Entertainment,Pre-modern books and texts,7
Divine Comedy,/wiki/Divine_Comedy,16,Entertainment,Pre-modern books and texts,10
Iliad,/wiki/Iliad,16,Entertainment,Pre-modern books and texts,10
Ramayana,/wiki/Ramayana,14,Entertainment,Pre-modern books and texts,12
The Art of War,/wiki/The_Art_of_War,13,Entertainment,Pre-modern books and texts,13
Epic of Gilgamesh,/wiki/Epic_of_Gilgamesh,13,Entertainment,Pre-modern books and texts,13
Vedas,/wiki/Vedas,12,Entertainment,Pre-modern books and texts,15
The Canterbury Tales,/wiki/The_Canterbury_Tales,12,Entertainment,Pre-modern books and texts,15
One Thousand and One Nights,/wiki/One_Thousand_and_One_Nights,11,Entertainment,Pre-modern books and texts,17
Talmud,/wiki/Talmud,10,Entertainment,Pre-modern books and texts,18
Code of Hammurabi,/wiki/Code_of_Hammurabi,10,Entertainment,Pre-modern books and texts,18
Oedipus the King,/wiki/Oedipus_the_King,7.6,Entertainment,Pre-modern books and texts,20
I Ching,/wiki/I_Ching,7.5,Entertainment,Pre-modern books and texts,21
Aeneid,/wiki/Aeneid,6.7,Entertainment,Pre-modern books and texts,22
Rigveda,/wiki/Rigveda,6.7,Entertainment,Pre-modern books and texts,22
Voynich manuscript[c],/wiki/Voynich_manuscript,6.4,Entertainment,Pre-modern books and texts,24
Book of the Dead,/wiki/Book_of_the_Dead,6.3,Entertainment,Pre-modern books and texts,25
Domesday Book,/wiki/Domesday_Book,6.2,Entertainment,Pre-modern books and texts,26
Tao Te Ching,/wiki/Tao_Te_Ching,5.9,Entertainment,Pre-modern books and texts,27
Upanishads,/wiki/Upanishads,5.7,Entertainment,Pre-modern books and texts,28
Cupid and Psyche,/wiki/Cupid_and_Psyche,4.7,Entertainment,Pre-modern books and texts,29
The Decameron,/wiki/The_Decameron,4.0,Entertainment,Pre-modern books and texts,30
Darth Vader,/wiki/Darth_Vader,93,Entertainment,Legendary Creatures,1
Batman,/wiki/Batman,58,Entertainment,Legendary Creatures,2
Spider-Man,/wiki/Spider-Man,44,Entertainment,Legendary Creatures,3
Deadpool,/wiki/Deadpool,40,Entertainment,Legendary Creatures,4
Iron Man,/wiki/Iron_Man,35,Entertainment,Legendary Creatures,5
Captain America,/wiki/Captain_America,34,Entertainment,Legendary Creatures,6
Harley Quinn,/wiki/Harley_Quinn,28,Entertainment,Legendary Creatures,7
Santa Claus,/wiki/Santa_Claus,27,Entertainment,Legendary Creatures,8
God,/wiki/God,25,Entertainment,Legendary Creatures,9
Vampire,/wiki/Vampire,24,Entertainment,Legendary Creatures,10
Cthulhu,/wiki/Cthulhu,24,Entertainment,Legendary Creatures,10
Prometheus,/wiki/Prometheus,24,Entertainment,Legendary Creatures,10
Apollo,/wiki/Apollo,24,Entertainment,Legendary Creatures,10
Thanos,/wiki/Thanos,24,Entertainment,Legendary Creatures,10
Krishna,/wiki/Krishna,24,Entertainment,Legendary Creatures,10
Mickey Mouse,/wiki/Mickey_Mouse,24,Entertainment,Legendary Creatures,10
Jessica Jones,/wiki/Jessica_Jones,22,Entertainment,Legendary Creatures,17
Frankenstein,/wiki/Frankenstein,22,Entertainment,Legendary Creatures,17
Doctor Strange,/wiki/Doctor_Strange,22,Entertainment,Legendary Creatures,17
Satan,/wiki/Satan,22,Entertainment,Legendary Creatures,17
Mario,/wiki/Mario,21,Entertainment,Legendary Creatures,21
Thor,/wiki/Thor,20,Entertainment,Legendary Creatures,22
Dragon,/wiki/Dragon,20,Entertainment,Legendary Creatures,22
Flying Spaghetti Monster,/wiki/Flying_Spaghetti_Monster,20,Entertainment,Legendary Creatures,22
Godzilla,/wiki/Godzilla,20,Entertainment,Legendary Creatures,22
Lord Voldemort,/wiki/Lord_Voldemort,19,Entertainment,Legendary Creatures,26
Chupacabra,/wiki/Chupacabra,19,Entertainment,Legendary Creatures,26
Albus Dumbledore,/wiki/Albus_Dumbledore,19,Entertainment,Legendary Creatures,26
Luke Cage,/wiki/Luke_Cage,18,Entertainment,Legendary Creatures,29
Isis,/wiki/Isis,17,Entertainment,Legendary Creatures,30
Doppelgänger,/wiki/Doppelg%C3%A4nger,17,Entertainment,Legendary Creatures,30
Carol Danvers,/wiki/Carol_Danvers,17,Entertainment,Legendary Creatures,30
Wonder Woman,/wiki/Wonder_Woman,17,Entertainment,Legendary Creatures,30
World War II,/wiki/World_War_II,145,Events,,1
World War I,/wiki/World_War_I,121,Events,,2
September 11 attacks,/wiki/September_11_attacks,94,Events,,3
COVID-19 pandemic,/wiki/COVID-19_pandemic,87,Events,,4
Chernobyl disaster,/wiki/Chernobyl_disaster,85,Events,,4
Vietnam War,/wiki/Vietnam_War,82,Events,,6
Titanic,/wiki/Titanic,80,Events,,7
American Civil War,/wiki/American_Civil_War,71,Events,,8
2018 FIFA World Cup,/wiki/2018_FIFA_World_Cup,66,Events,,9
2022 FIFA World Cup,/wiki/2022_FIFA_World_Cup,55,Events,,10
Atomic bombings of Hiroshima and Nagasaki,/wiki/Atomic_bombings_of_Hiroshima_and_Nagasaki,54,Events,,11
2022 Russian invasion of Ukraine,/wiki/2022_Russian_invasion_of_Ukraine,50,Events,,12
Cold War,/wiki/Cold_War,49,Events,,12
Black Death,/wiki/Black_Death,48,Events,,14
The Holocaust,/wiki/The_Holocaust,47,Events,,15
Attack on Pearl Harbor,/wiki/Attack_on_Pearl_Harbor,46,Events,,16
Korean War,/wiki/Korean_War,45,Events,,17
2020 United States presidential election,/wiki/2020_United_States_presidential_election,44,Events,,18
2014 FIFA World Cup,/wiki/2014_FIFA_World_Cup,44,Events,,18
Columbine High School massacre,/wiki/Columbine_High_School_massacre,41,Events,,20
French Revolution,/wiki/French_Revolution,39,Events,,21
Great Depression,/wiki/Great_Depression,38,Events,,22
2020 Summer Olympics,/wiki/2020_Summer_Olympics,36,Events,,23
2010 FIFA World Cup,/wiki/2010_FIFA_World_Cup,35,Events,,24
Industrial Revolution,/wiki/Industrial_Revolution,34,Events,,25
2016 Summer Olympics,/wiki/2016_Summer_Olympics,34,Events,,25
Hurricane Katrina,/wiki/Hurricane_Katrina,34,Events,,25
American Revolutionary War,/wiki/American_Revolutionary_War,33,Events,,28
2016 United States presidential election,/wiki/2016_United_States_presidential_election,32,Events,,29
UEFA Euro 2020,/wiki/UEFA_Euro_2020,31,Events,,30
Syrian civil war,/wiki/Syrian_civil_war,31,Events,,30
2012 Summer Olympics,/wiki/2012_Summer_Olympics,30,Events,,32
Normandy landings,/wiki/Normandy_landings,30,Events,,32
Gulf War,/wiki/Gulf_War,30,Events,,32
Iraq War,/wiki/Iraq_War,29,Events,,35
Spanish flu,/wiki/Spanish_flu,29,Events,,35
Big Bang,/wiki/Big_Bang,29,Events,,35
Presidents of the United States,/wiki/List_of_presidents_of_the_United_States,104,Lists,,1
Highest-grossing films,/wiki/List_of_highest-grossing_films,101,Lists,,2
Marvel Cinematic Universe films,/wiki/List_of_Marvel_Cinematic_Universe_films,95,Lists,,3
Game of Thrones episodes,/wiki/List_of_Game_of_Thrones_episodes,61,Lists,,4
Super Bowl champions,/wiki/List_of_Super_Bowl_champions,60,Lists,,5
 Countries by GDP (nominal),/wiki/List_of_countries_by_GDP_(nominal),59,Lists,,6
United States cities by population,/wiki/List_of_United_States_cities_by_population,57,Lists,,7
The Big Bang Theory episodes,/wiki/List_of_The_Big_Bang_Theory_episodes,54,Lists,,8
UFC events,/wiki/List_of_UFC_events,51,Lists,,9
Doctor Who serials,/wiki/List_of_Doctor_Who_serials,51,Lists,,9
Highest-grossing Indian films,/wiki/List_of_highest-grossing_Indian_films,47,Lists,,11
How I Met Your Mother episodes,/wiki/List_of_How_I_Met_Your_Mother_episodes,46,Lists,,12
Running Man episodes,/wiki/List_of_Running_Man_episodes,45,Lists,,12
Family Guy episodes,/wiki/List_of_Family_Guy_episodes,44,Lists,,14
South Park episodes,/wiki/List_of_South_Park_episodes,44,Lists,,14
The Walking Dead episodes,/wiki/List_of_The_Walking_Dead_episodes,44,Lists,,14
Top Gear episodes,/wiki/List_of_Top_Gear_episodes,40,Lists,,17
Glee episodes,/wiki/List_of_Glee_episodes,40,Lists,,17
Countries by GDP (PPP) per capita,/wiki/List_of_countries_by_GDP_(PPP)_per_capita,39,Lists,,19
Arrow episodes,/wiki/List_of_Arrow_episodes,38,Lists,,20
TCP and UDP port numbers,/wiki/List_of_TCP_and_UDP_port_numbers,37,Lists,,21
James Bond films,/wiki/List_of_James_Bond_films,36,Lists,,22
HTTP status codes,/wiki/List_of_HTTP_status_codes,35,Lists,,23
Steven Universe episodes,/wiki/List_of_Steven_Universe_episodes,35,Lists,,23
Walt Disney Pictures films,/wiki/List_of_Walt_Disney_Pictures_films,34,Lists,,25
States and territories of the United States,/wiki/List_of_states_and_territories_of_the_United_States,33,Lists,,26
Suits episodes,/wiki/List_of_Suits_episodes,32,Lists,,27
NBA champions,/wiki/List_of_NBA_champions,30,Lists,,28
Pornographic actresses by decade,/wiki/List_of_pornographic_actresses_by_decade,30,Lists,,28
Best-selling music artists,/wiki/List_of_best-selling_music_artists,29,Lists,,30
